Id,SalePrice
1461,120104.560849
1462,175288.315907
1463,174472.69027
1464,187575.590609
1465,194737.005333
1466,173356.266726
1467,161601.796016
1468,149745.426444
1469,180337.410145
1470,121405.124778
1471,193345.707897
1472,92861.9871152
1473,82674.4798366
1474,153871.538391
1475,111190.194636
1476,346707.882036
1477,259912.884093
1478,295736.756961
1479,221625.37003
1480,460994.261699
1481,348864.367635
1482,194778.990818
1483,185426.560768
1484,152194.721065
1485,157075.75174
1486,191590.580818
1487,351331.161563
1488,257601.168117
1489,163853.471477
1490,205435.82239
1491,184797.610956
1492,105641.283202
1493,172203.996383
1494,300665.425321
1495,309881.130924
1496,211702.512617
1497,179921.616658
1498,139103.660118
1499,137487.601907
1500,144226.648453
1501,152694.843389
1502,126629.754113
1503,297022.240689
1504,210709.534403
1505,226582.662005
1506,188363.330019
1507,234042.616871
1508,194671.653208
1509,157329.459696
1510,149462.831735
1511,131170.304483
1512,172672.84303
1513,158649.209471
1514,160629.54606
1515,233083.81973
1516,156087.115217
1517,155059.73235
1518,138472.715519
1519,206383.210922
1520,132812.387012
1521,136644.516741
1522,147923.71065
1523,114733.266871
1524,121374.29988
1525,124963.279641
1526,113586.639312
1527,90560.0250384
1528,133083.787687
1529,140973.988088
1530,164955.762795
1531,144463.811049
1532,102091.661155
1533,182077.208326
1534,122414.772769
1535,153226.331872
1536,123211.14382
1537,79146.3688153
1538,190067.218349
1539,208385.044749
1540,121431.581638
1541,141980.055575
1542,141934.972476
1543,198414.423708
1544,80767.259658
1545,111777.212206
1546,119674.014393
1547,127131.655647
1548,129299.144606
1549,101683.249969
1550,142607.466851
1551,127440.74791
1552,162195.913305
1553,154409.809902
1554,111472.404117
1555,185513.667333
1556,96292.3926707
1557,150173.313124
1558,106020.804869
1559,131179.27381
1560,158161.713772
1561,173801.973833
1562,120412.774258
1563,124532.88457
1564,161615.990749
1565,143556.766594
1566,214662.059322
1567,83400.4728717
1568,218092.604244
1569,157590.35669
1570,137112.269068
1571,106999.30072
1572,141033.279298
1573,244878.392802
1574,115475.363436
1575,218691.566764
1576,242524.458199
1577,156617.448906
1578,151294.992589
1579,136973.732809
1580,168489.527155
1581,137394.869093
1582,127788.514417
1583,344926.087573
1584,229223.136868
1585,131375.889014
1586,77768.1540464
1587,104606.284572
1588,146434.649505
1589,105526.371388
1590,130025.198921
1591,104371.0006
1592,124781.26971
1593,113209.755332
1594,164886.680794
1595,129914.41291
1596,227234.963037
1597,163096.758459
1598,164263.876212
1599,194647.853721
1600,193916.878325
1601,65974.5349691
1602,118612.105744
1603,84667.5521277
1604,277431.230961
1605,264232.004298
1606,172219.487325
1607,174685.823666
1608,187434.488655
1609,154034.58563
1610,142151.330398
1611,141987.047209
1612,185961.233583
1613,166549.556584
1614,118292.09745
1615,73975.5633576
1616,81082.5483641
1617,75572.7915936
1618,114052.835638
1619,117784.291225
1620,143767.505332
1621,135339.842663
1622,140799.758553
1623,287738.167957
1624,219783.347498
1625,130478.517322
1626,153511.40888
1627,181743.749785
1628,279474.803326
1629,160940.218247
1630,377503.382719
1631,217068.703169
1632,251874.611034
1633,157827.182632
1634,163254.023923
1635,165632.020881
1636,152403.712017
1637,180947.071719
1638,188732.989319
1639,176180.755132
1640,259651.000027
1641,151584.780203
1642,211596.001832
1643,256096.821923
1644,227503.634413
1645,203046.401739
1646,154843.610147
1647,144423.692068
1648,136219.75016
1649,134443.476278
1650,118640.332666
1651,111147.321909
1652,92049.3527643
1653,95712.8047227
1654,149344.855216
1655,148319.730418
1656,142648.992404
1657,149376.108088
1658,144233.115776
1659,119489.263432
1660,135188.005279
1661,416902.503883
1662,367409.015717
1663,375051.573563
1664,457650.854881
1665,315308.488825
1666,332021.147517
1667,374900.537411
1668,306144.833461
1669,301968.361358
1670,310854.520399
1671,251839.418118
1672,490792.308739
1673,281458.940524
1674,260184.947279
1675,189577.107177
1676,183972.525916
1677,202219.191139
1678,514489.821384
1679,386395.999611
1680,308658.97387
1681,271362.481512
1682,286527.910355
1683,193345.664701
1684,164567.941997
1685,161654.854277
1686,153331.338441
1687,154722.27164
1688,178647.466745
1689,168432.359825
1690,162188.000115
1691,159661.724567
1692,260842.152823
1693,155278.862958
1694,170691.00772
1695,158850.723996
1696,276433.991665
1697,146802.390668
1698,377717.753421
1699,300863.866327
1700,205253.048391
1701,256232.158703
1702,262649.620298
1703,258665.099303
1704,282607.669994
1705,240439.021935
1706,525700.858999
1707,186087.3149
1708,196284.580823
1709,279406.399175
1710,228281.337487
1711,224721.863056
1712,239598.443068
1713,243265.485778
1714,200596.954154
1715,165849.211476
1716,168795.767834
1717,159237.04913
1718,142182.266877
1719,193880.633374
1720,275895.529013
1721,145857.747925
1722,123314.707056
1723,147421.191321
1724,196720.127422
1725,219712.215495
1726,194848.775035
1727,178641.288041
1728,163409.248732
1729,157901.970634
1730,144789.765989
1731,119354.234407
1732,135219.040951
1733,120435.252356
1734,125095.487871
1735,125345.84631
1736,117174.552517
1737,362128.746147
1738,209503.398699
1739,287271.636321
1740,183822.888283
1741,155688.360278
1742,151981.837596
1743,156389.769063
1744,304126.754469
1745,186078.986722
1746,246782.41275
1747,208991.616743
1748,238696.283368
1749,170821.313698
1750,139702.235491
1751,203232.850903
1752,117142.378039
1753,138777.196919
1754,202576.002317
1755,156933.381477
1756,117971.994945
1757,113321.768097
