Id,SalePrice
1461,114867.804975
1462,151390.482466
1463,170931.183051
1464,182770.966422
1465,179396.883575
1466,165222.868743
1467,150962.565503
1468,159796.837347
1469,161439.565155
1470,111717.200371
1471,204397.7385
1472,86045.5348245
1473,82825.3686278
1474,162095.23736
1475,137360.873931
1476,341364.49951
1477,234137.589239
1478,304873.072281
1479,268501.971057
1480,461635.830045
1481,281529.313278
1482,188354.845814
1483,156656.512585
1484,159897.311962
1485,170897.447794
1486,190683.382589
1487,334835.533139
1488,253236.685903
1489,171206.793121
1490,192610.884008
1491,178652.875713
1492,97623.5750023
1493,174045.548636
1494,276571.506541
1495,267860.298864
1496,205971.479525
1497,180617.571581
1498,152116.912389
1499,155442.195663
1500,139958.576266
1501,169118.891799
1502,156159.58868
1503,277396.32073
1504,224220.281866
1505,189097.830359
1506,181432.949547
1507,227740.487361
1508,193265.579156
1509,163818.486431
1510,138091.252241
1511,134144.104906
1512,163672.915474
1513,138002.858195
1514,173840.069711
1515,201889.331179
1516,174013.096209
1517,139653.530638
1518,131305.439103
1519,208846.743121
1520,125780.21616
1521,135930.554971
1522,165316.011915
1523,109203.143764
1524,112127.504012
1525,110561.500241
1526,110689.256497
1527,91762.0171041
1528,124691.9951
1529,135370.871277
1530,172642.164696
1531,119689.756475
1532,104209.155732
1533,140130.456415
1534,123476.320403
1535,151600.525427
1536,115311.619861
1537,86458.8226779
1538,195714.378773
1539,213747.942296
1540,112751.194757
1541,158616.619494
1542,141714.491298
1543,194432.331836
1544,81662.0024195
1545,118382.573334
1546,119619.966669
1547,137806.307375
1548,153051.396295
1549,100963.176873
1550,151354.092663
1551,114363.830869
1552,145342.02773
1553,140322.113762
1554,117880.128428
1555,160469.826927
1556,92045.9819925
1557,131651.582166
1558,106562.320793
1559,118799.286046
1560,151199.456182
1561,149403.21135
1562,117640.248275
1563,113975.583962
1564,150355.580954
1565,155729.374253
1566,229939.65674
1567,80829.18967
1568,227162.577498
1569,145063.006095
1570,129916.771493
1571,136999.712947
1572,125448.774362
1573,236576.256594
1574,124737.261137
1575,223289.405103
1576,212756.289544
1577,168524.845566
1578,159622.146401
1579,121100.863436
1580,172386.36739
1581,129212.980032
1582,116817.621712
1583,338167.494963
1584,244004.688107
1585,127236.757346
1586,68679.0589901
1587,86225.1859236
1588,130395.531207
1589,97381.2130919
1590,134856.537568
1591,103576.270756
1592,139561.70857
1593,114969.863443
1594,120916.465399
1595,111605.100672
1596,215553.580989
1597,166614.929618
1598,175819.037137
1599,192349.767959
1600,177531.562973
1601,67706.7236679
1602,117824.999776
1603,84129.4869578
1604,261701.113386
1605,256398.060858
1606,151025.64118
1607,164684.125026
1608,179352.380926
1609,157042.860401
1610,137728.622123
1611,140307.679212
1612,144252.709253
1613,146257.838548
1614,105258.790907
1615,93933.8288905
1616,72763.1146107
1617,81334.0094752
1618,111904.795894
1619,124833.0856
1620,148328.187986
1621,124771.597593
1622,139619.975651
1623,288096.076467
1624,210082.971968
1625,118292.790652
1626,163156.28663
1627,176001.424318
1628,270942.791224
1629,157843.539193
1630,339917.27969
1631,205618.618964
1632,241518.004428
1633,163154.117766
1634,176190.557514
1635,176516.269674
1636,143079.714518
1637,183018.122914
1638,192308.153287
1639,175839.84699
1640,273974.855138
1641,177216.472254
1642,189897.790434
1643,227781.80524
1644,228665.193489
1645,179846.751592
1646,145983.04385
1647,161921.514712
1648,135158.107928
1649,126709.805638
1650,111115.06645
1651,107616.017489
1652,83354.7770832
1653,83901.7538877
1654,162793.18162
1655,157626.710115
1656,162119.767172
1657,162503.30083
1658,163579.457778
1659,144233.172054
1660,134002.798821
1661,432298.210565
1662,373920.128752
1663,363689.521849
1664,441473.833223
1665,307455.540889
1666,330287.29161
1667,350684.778952
1668,307857.8637
1669,297439.401108
1670,313066.9529
1671,263436.56271
1672,460246.049525
1673,309379.91699
1674,256787.390997
1675,165317.808454
1676,167724.341676
1677,187728.410675
1678,428768.205334
1679,360643.790893
1680,283990.150146
1681,255173.013545
1682,284390.773203
1683,173828.647113
1684,159442.317119
1685,165395.744281
1686,156246.591127
1687,163355.194161
1688,176368.023764
1689,178021.670841
1690,166659.013503
1691,170267.74035
1692,263942.573425
1693,167932.489935
1694,180858.856926
1695,156870.616876
1696,269136.378422
1697,158936.955764
1698,387815.651586
1699,316108.180548
1700,238758.254013
1701,222285.866689
1702,256633.163487
1703,255864.885524
1704,287413.866475
1705,229319.335647
1706,435565.980963
1707,178451.568386
1708,174436.581932
1709,276638.741078
1710,232863.03603
1711,267420.913814
1712,223030.99082
1713,236220.113751
1714,203478.424445
1715,185075.852104
1716,165450.497105
1717,163015.296095
1718,135283.608979
1719,188117.469007
1720,252103.741851
1721,170058.028805
1722,127663.270557
1723,149007.517602
1724,192044.722088
1725,225665.955443
1726,179618.252854
1727,160857.381983
1728,176921.771416
1729,165073.382319
1730,164253.101977
1731,115827.067673
1732,130618.498192
1733,116996.946135
1734,120962.362928
1735,120031.301925
1736,112505.51351
1737,348579.528054
1738,197964.58068
1739,301470.546181
1740,171403.794347
1741,156958.850971
1742,169614.869137
1743,170864.022292
1744,294488.754126
1745,214654.41101
1746,270850.326011
1747,206717.476867
1748,205442.812287
1749,144970.767293
1750,140868.657272
1751,224344.971604
1752,111986.85673
1753,144377.849459
1754,197613.096424
1755,160139.0461
1756,116105.17504
1757,114270.167303
1758,139214.743076
1759,165564.538311
1760,145801.930373
1761,142258.064827
1762,184292.386524
1763,166896.949968
1764,111790.229724
1765,171869.389383
1766,174177.539114
1767,217848.108509
1768,130132.469131
1769,184466.935991
1770,130077.350145
1771,133689.336874
1772,133781.98512
1773,140021.849985
1774,137348.352206
1775,132480.080225
1776,104388.995365
1777,108257.366918
1778,121534.833318
1779,95858.2452673
1780,170262.149536
1781,132532.791399
1782,82823.9667949
1783,122700.820127
1784,92817.9268268
1785,111948.136186
1786,162933.514743
1787,176296.680654
1788,65706.5958367
1789,102579.00952
1790,75299.5465532
1791,171475.714627
1792,154610.602545
1793,130429.53772
1794,130984.559906
1795,133374.907585
1796,103707.826034
1797,127280.519931
1798,118576.531173
1799,108119.681645
1800,98528.9154034
1801,118872.70112
1802,144465.714501
1803,144993.816679
1804,132443.420449
1805,127794.643268
1806,104287.41621
1807,167232.78627
1808,108287.048468
1809,108185.700342
1810,153244.799509
1811,108128.806589
1812,120334.639491
1813,118101.143505
1814,92431.9209378
1815,62683.259328
1816,98369.7547551
1817,141579.842519
1818,144857.781536
1819,117338.851049
1820,74758.3604047
1821,113033.903084
1822,155701.042576
1823,68246.6078846
1824,137035.827955
1825,125193.606554
1826,84225.7737694
1827,99263.1881147
1828,145768.615732
1829,110180.078256
1830,161519.579982
1831,184386.681906
1832,110733.024236
1833,159479.71146
1834,104999.563186
1835,150052.946065
1836,113607.956673
1837,97169.5058618
1838,147533.663715
1839,72308.9621395
1840,151640.010125
1841,142550.608227
1842,81294.9233497
1843,125611.384243
1844,121078.83844
1845,127828.118654
1846,145790.581222
1847,150545.288602
1848,61008.3462851
1849,120004.103488
1850,121293.428977
1851,157121.703682
1852,129748.307247
1853,114504.847941
1854,157537.975829
1855,127072.063777
1856,196540.938007
1857,169889.232027
1858,133553.949494
1859,116694.540201
1860,149716.569156
1861,116688.218001
1862,289986.599623
1863,290786.190279
1864,299634.777925
1865,304020.975327
1866,307162.5871
1867,244084.890974
1868,290123.376446
1869,175254.61744
1870,264864.909561
1871,253824.273067
1872,160651.59753
1873,220689.436926
1874,124515.563455
1875,204943.39721
1876,183213.729522
1877,210170.937123
1878,180907.575428
1879,125905.699432
1880,122153.862916
1881,228205.235359
1882,236669.228286
1883,190708.984527
1884,191527.04841
1885,261918.543992
1886,285001.172624
1887,203149.386793
1888,294739.000749
1889,156599.777132
1890,125886.242604
1891,118962.150358
1892,103110.790812
1893,132799.316419
1894,131577.924197
1895,153137.17882
1896,123181.958259
1897,119679.639477
1898,103283.916338
1899,132863.86885
1900,149075.23994
1901,163970.257157
1902,133589.385455
1903,242160.724002
1904,128458.568792
1905,167439.626572
1906,153936.728102
1907,183382.172135
1908,103036.193733
1909,130431.18213
1910,118341.497832
1911,189237.279721
1912,250471.990135
1913,155250.49715
1914,67617.26358
1915,270403.060349
1916,77209.1354756
1917,243677.92891
1918,124752.504499
1919,146040.674914
1920,147690.094566
1921,399702.637126
1922,307620.797586
1923,220431.038009
1924,215388.690988
1925,213086.582655
1926,379219.747087
1927,126459.226009
1928,156187.004341
1929,112785.959522
1930,101871.788696
1931,122718.776334
1932,120993.41245
1933,165397.098754
1934,172546.818058
1935,169749.682819
1936,183597.929326
1937,170439.623698
1938,170795.04654
1939,239213.954048
1940,178521.790196
1941,162415.960281
1942,182462.889561
1943,185241.575629
1944,325356.940321
1945,359976.391524
1946,167388.9754
1947,299038.210016
1948,180966.758509
1949,252058.415138
1950,175476.523907
1951,252667.578202
1952,220167.616993
1953,159868.143339
1954,190829.853395
1955,122560.329163
1956,292182.595101
1957,155214.785591
1958,295039.858908
1959,134465.349897
1960,106073.690567
1961,114059.685484
1962,80440.7058934
1963,91910.4577467
1964,111282.855045
1965,160597.413076
1966,152689.576943
1967,295401.444436
1968,382222.9456
1969,372546.709631
1970,393907.163788
1971,404548.765672
1972,333718.668596
1973,248836.657099
1974,312988.065054
1975,425079.273488
1976,259621.30509
1977,332561.556045
1978,374457.658218
1979,309202.180712
1980,182426.250591
1981,317692.564906
1982,208164.777106
1983,192103.363792
1984,162257.872614
1985,199118.098774
1986,201270.022644
1987,159181.177407
1988,172636.734086
1989,178490.347357
1990,214103.601857
1991,187206.994436
1992,176996.936095
1993,160893.94378
1994,232453.356861
1995,166868.745697
1996,191664.255759
1997,317643.958488
1998,364141.802668
1999,246074.119523
2000,317520.108834
2001,257026.75602
2002,227805.529711
2003,253775.690437
2004,263967.084012
2005,222021.29503
2006,206245.149819
2007,238839.294137
2008,175031.079741
2009,181721.523608
2010,185790.737389
2011,138290.853895
2012,164535.543772
2013,176897.976289
2014,186678.525161
2015,196098.556275
2016,188150.040186
2017,197123.030183
2018,117976.903723
2019,121661.024708
2020,104244.624572
2021,107486.959863
2022,176357.024768
2023,134923.696108
2024,219379.173377
2025,334995.214108
2026,159511.080804
2027,138728.997325
2028,160916.473407
2029,165993.708229
2030,259904.575151
2031,220529.802595
2032,271844.685308
2033,255507.942951
2034,163026.900828
2035,173010.995344
2036,180854.188622
2037,188307.548334
2038,292921.339911
2039,190033.580977
2040,396030.509555
2041,278461.652284
