Calculated SalePrice,Id,Original Saleprice
249498.70291,1,208500
223204.721832,2,181500
531468.968176,3,223500
349621.590697,4,140000
201403.042197,5,250000
389568.552968,6,143000
422707.473512,7,307000
394820.779405,8,200000
360785.099486,9,129900
230219.603824,10,118000
370854.018393,11,129500
347681.922558,12,345000
569171.868614,13,144000
381854.227179,14,279500
230006.265147,15,157000
372629.298561,16,132000
254218.703499,17,149000
376708.811724,18,90000
379365.044285,19,159000
358496.773128,20,139000
209521.545363,21,325300
373485.933712,22,139400
548249.901657,23,230000
379363.229524,24,129900
378135.17155,25,154000
396480.866555,26,256300
361795.896504,27,134800
424913.443468,28,306000
265055.278711,29,207500
357537.632681,30,68500
590207.246107,31,40000
369211.806792,32,149350
255228.415845,33,179900
562760.135594,34,165500
230885.211839,35,277500
613922.921298,36,309000
373791.362267,37,145000
215553.481045,38,153000
378321.543815,39,109000
240324.778837,40,82000
194835.892533,41,160000
225816.531163,42,170000
229399.626908,43,144000
361098.302823,44,130250
275581.748143,45,141000
272827.894653,46,319900
268776.808926,47,239686
247108.242896,48,249700
171771.541634,49,113000
376488.521417,50,127000
234570.211377,51,177000
550148.302702,52,114500
366698.155667,53,110000
213102.894562,54,385000
361294.753903,55,130000
280527.879297,56,180500
169246.065978,57,172500
265920.243186,58,196500
179358.576645,59,438780
395329.054674,60,124900
365202.490066,61,158000
363326.556778,62,101000
385612.18173,63,202500
355630.866932,64,140000
176126.919645,65,219500
261790.236038,66,317000
243545.728837,67,180000
267326.110719,68,226000
400486.258315,69,80000
176689.969204,70,225000
244221.46108,71,244000
394667.377068,72,129500
231580.995111,73,185000
345541.854605,74,144900
356058.239137,75,107400
351156.427549,76,91000
373406.757102,77,135750
385664.385268,78,127000
219361.64021,79,136500
338990.509452,80,110000
204785.32228,81,193500
267101.770797,82,153500
421082.681421,83,245000
371265.272524,84,126500
207003.660151,85,168500
310517.045627,86,260000
265588.498786,87,174000
376039.122626,88,164500
190140.183367,89,85000
212500.918488,90,123600
379885.389931,91,109900
357281.064366,92,98600
364145.61192,93,163500
317595.083474,94,133900
249616.819181,95,204750
211685.028579,96,185000
258989.776548,97,214000
222250.884587,98,94750
361517.03385,99,83000
247670.297859,100,128950
255546.618676,101,205000
199254.649338,102,178000
369281.248353,103,118964
249201.457787,104,198900
362435.684124,105,169500
255599.556712,106,250000
351865.731131,107,100000
386962.888462,108,115000
187117.942549,109,115000
225787.625282,110,190000
348139.742801,111,136900
202220.355471,112,180000
350957.811708,113,383970
329110.279362,114,217000
326644.786545,115,259500
352328.590679,116,176000
532913.868783,117,139000
376591.887885,118,155000
332879.171656,119,320000
203671.800266,120,163990
385833.62796,121,180000
382525.647024,122,100000
334638.033147,123,136000
354589.104981,124,153900
367475.01256,125,181000
240902.466654,126,84500
287876.981962,127,128000
228920.485209,128,87000
247029.776675,129,155000
268492.96027,130,150000
218709.53234,131,226000
196033.80278,132,244000
344108.215783,133,150750
201717.999079,134,220000
166434.094173,135,180000
245740.429261,136,174000
253050.027057,137,143000
363158.552539,138,171000
196327.577032,139,230000
218981.633923,140,231500
201238.576361,141,115000
206184.433072,142,260000
362381.372104,143,166000
267257.777553,144,204000
370148.153451,145,125000
484721.826603,146,130000
378116.091786,147,105000
188587.146299,148,222500
235416.326904,149,141000
386263.696625,150,115000
362215.547809,151,122000
396235.843858,152,372402
241122.972745,153,190000
309742.239329,154,235000
361420.662533,155,125000
232025.56585,156,79000
370066.912176,157,109500
225718.651014,158,269500
214882.676265,159,254900
284644.221108,160,320000
372617.352507,161,162500
259217.436296,162,412500
259961.106784,163,220000
151054.704136,164,103200
349923.734329,165,152000
529757.245678,166,127500
188474.984907,167,190000
346036.636502,168,325624
216997.748693,169,183500
274529.890201,170,228000
380676.162999,171,128500
348147.166476,172,215000
227352.570673,173,239000
371634.485717,174,163000
361333.763225,175,184000
360260.354082,176,243000
550259.400179,177,211000
368682.736727,178,172500
326981.268056,179,501837
355289.593943,180,100000
377844.873528,181,177000
356761.835805,182,200100
208662.20656,183,120000
373048.535129,184,200000
358267.485799,185,127000
348909.038601,186,475000
350062.221544,187,173000
363395.097387,188,135000
484864.831051,189,153337
199712.3984,190,286000
600843.375515,191,315000
241141.480867,192,184000
529594.985014,193,192000
471893.560147,194,130000
347047.804349,195,127000
362364.244934,196,148500
617258.516436,197,311872
313736.821047,198,235000
185218.002871,199,104000
237160.604965,200,274900
320535.46305,201,140000
345057.415919,202,171500
374978.262459,203,112000
312452.469218,204,149000
389649.533317,205,110000
248557.648138,206,180500
283395.231426,207,143900
227090.673971,208,141000
167550.325323,209,277000
338272.461343,210,145000
199257.840649,211,98000
322340.006364,212,186000
259130.848518,213,252678
359209.064477,214,156000
261930.145011,215,161750
361630.558426,216,134450
363263.421901,217,210000
523620.547357,218,107000
351455.411067,219,311500
269309.498257,220,167240
253328.045602,221,204900
220686.803783,222,200000
219350.760413,223,179900
361304.870703,224,97000
511823.92657,225,386250
378078.864454,226,112000
227277.184328,227,290000
547742.414567,228,106000
360061.381463,229,125000
165940.276888,230,192500
226561.897394,231,148000
168429.121208,232,403000
387399.709977,233,94500
378066.161061,234,128200
207390.499517,235,216500
374909.487324,236,89500
284240.954431,237,185500
231456.690234,238,194500
184340.11207,239,318000
392374.683072,240,113000
391555.393529,241,262500
205716.574727,242,110500
352957.416294,243,79000
235475.790929,244,120000
205463.228223,245,205000
201528.042775,246,241500
708256.133739,247,137000
604892.38597,248,140000
537389.378422,249,180000
213520.723309,250,277000
220027.897858,251,76500
334386.039782,252,235000
257737.333855,253,173000
198198.689521,254,158000
239351.18388,255,145000
167144.199931,256,230000
270780.297505,257,207500
440983.645353,258,220000
230536.812154,259,231500
593767.40112,260,97000
321891.374629,261,176000
329205.297142,262,276000
366583.807852,263,151000
369476.654258,264,130000
382245.506925,265,73000
192503.699548,266,175500
213059.499976,267,185000
351195.220412,268,179500
257167.633752,269,120500
210092.390809,270,148000
216258.457311,271,266000
363298.350482,272,241500
168773.010983,273,290000
210601.272169,274,139000
