Calculated SalePrice,Id,Original Saleprice
529896.46147,1,208500
494973.455905,2,181500
176562.357139,3,223500
633818.098538,4,140000
169851.766313,5,250000
522664.98935,6,143000
187103.262043,7,307000
166373.652122,8,200000
499933.942875,9,129900
530088.629626,10,118000
643784.095295,11,129500
174065.031778,12,345000
505532.239818,13,144000
159681.38411,14,279500
166270.828478,15,157000
503582.516244,16,132000
183754.477895,17,149000
562269.96475,18,90000
506410.434002,19,159000
511432.402437,20,139000
167139.474649,21,325300
498162.532142,22,139400
198352.933388,23,230000
504095.92541,24,129900
488555.865665,25,154000
150310.304227,26,256300
473030.719685,27,134800
159666.51903,28,306000
508238.636098,29,207500
520652.904317,30,68500
502466.933756,31,40000
509058.014406,32,149350
494915.591555,33,179900
503172.958472,34,165500
181156.637518,35,277500
180324.567395,36,309000
506051.719167,37,145000
192255.170778,38,153000
523800.158722,39,109000
700546.875273,40,82000
158625.695789,41,160000
494403.316255,42,170000
519624.224646,43,144000
500443.434265,44,130250
481129.851155,45,141000
526241.642524,46,319900
515609.696613,47,239686
494875.611485,48,249700
705614.156827,49,113000
493203.493468,50,127000
501301.953242,51,177000
515559.275171,52,114500
565363.161107,53,110000
538505.941769,54,385000
647420.653161,55,130000
245337.822121,56,180500
127296.316241,57,172500
508986.155882,58,196500
179512.429366,59,438780
518999.822501,60,124900
515932.338684,61,158000
489028.610616,62,101000
188476.412662,63,202500
478887.099473,64,140000
536791.714619,65,219500
161420.141602,66,317000
192936.982359,67,180000
200793.216068,68,226000
496579.9149,69,80000
513187.402058,70,225000
534966.647143,71,244000
490273.781789,72,129500
229441.187284,73,185000
157099.077272,74,144900
499937.381264,75,107400
508377.160659,76,91000
497899.720049,77,135750
493628.04427,78,127000
721678.263586,79,136500
507665.202588,80,110000
209863.868727,81,193500
206137.928706,82,153500
145490.037196,83,245000
155969.901964,84,126500
197459.661612,85,168500
178314.545126,86,260000
499104.089706,87,174000
170666.192072,88,164500
703255.472632,89,85000
721528.229058,90,123600
511155.813658,91,109900
173839.078863,92,98600
484887.452816,93,163500
482938.212854,94,133900
502644.304119,95,204750
286994.922746,96,185000
193261.973643,97,214000
180117.598431,98,94750
501658.253796,99,83000
698566.987384,100,128950
527800.663393,101,205000
163901.857728,102,178000
481903.287822,103,118964
516103.752948,104,198900
205624.120313,105,169500
185300.496135,106,250000
481133.586784,107,100000
509356.893809,108,115000
711416.3553,109,115000
209654.10569,110,190000
500152.230717,111,136900
538946.885193,112,180000
161848.535943,113,383970
197495.518047,114,217000
526302.473289,115,259500
167558.453131,116,176000
140135.651943,117,139000
508626.128535,118,155000
503172.4942,119,320000
475962.426629,120,163990
507565.758559,121,180000
500841.290679,122,100000
424849.968127,123,136000
518899.309814,124,153900
520180.629069,125,181000
710297.405469,126,84500
642992.9592,127,128000
710447.51337,128,87000
137363.973394,129,155000
248310.446585,130,150000
182702.903704,131,226000
211799.731258,132,244000
484794.301352,133,150750
174724.654621,134,220000
505980.986259,135,180000
176931.419595,136,174000
162993.776332,137,143000
170275.619768,138,171000
207988.19363,139,230000
525841.250211,140,231500
701386.780414,141,115000
515541.484091,142,260000
500247.92634,143,166000
185432.829098,144,204000
219595.831998,145,125000
140705.346546,146,130000
495189.229208,147,105000
183272.904883,148,222500
712018.482406,149,141000
526231.299137,150,115000
498452.110954,151,122000
165650.009794,152,372402
211593.828425,153,190000
505636.060907,154,235000
476954.35652,155,125000
720458.512951,156,79000
503330.263224,157,109500
237429.38487,158,269500
516599.764952,159,254900
180736.77136,160,320000
494662.718651,161,162500
176483.21964,162,412500
180425.508336,163,220000
701247.433112,164,103200
496902.858901,165,152000
709871.829076,166,127500
529022.236953,167,190000
138048.062493,168,325624
506313.794478,169,183500
196918.458441,170,228000
514917.185922,171,128500
154143.391591,172,215000
502950.188146,173,239000
161039.649776,174,163000
248819.063161,175,184000
510867.222458,176,243000
199936.76024,177,211000
495889.758114,178,172500
149487.39967,179,501837
491141.159706,180,100000
158727.019053,181,177000
506629.851763,182,200100
193208.415126,183,120000
521275.327052,184,200000
481256.586881,185,127000
520438.815159,186,475000
513459.71459,187,173000
505032.99226,188,135000
182388.522934,189,153337
512367.108138,190,286000
506993.868851,191,315000
168013.885378,192,184000
530316.110442,193,192000
152386.216602,194,130000
484432.620723,195,127000
705454.807915,196,148500
153547.013135,197,311872
462719.294054,198,235000
708405.279051,199,104000
186997.860623,200,274900
511041.965025,201,140000
637876.509802,202,171500
533409.114522,203,112000
215024.11443,204,149000
511335.351288,205,110000
525941.974721,206,180500
507262.326961,207,143900
491122.716712,208,141000
176594.458806,209,277000
174315.183437,210,145000
698310.495898,211,98000
504303.893224,212,186000
519719.667932,213,252678
496248.12766,214,156000
187726.440894,215,161750
230064.070896,216,134450
214525.447157,217,210000
473873.525388,218,107000
197945.057755,219,311500
162602.627822,220,167240
516911.585322,221,204900
502066.494986,222,200000
648910.54207,223,179900
528074.522528,224,97000
498012.168585,225,386250
137721.824082,226,112000
155997.397691,227,290000
162511.639385,228,106000
493186.884652,229,125000
159446.769139,230,192500
152072.038597,231,148000
193249.332365,232,403000
169674.744917,233,94500
649757.562791,234,128200
522768.225123,235,216500
146009.169752,236,89500
208552.212205,237,185500
646254.770473,238,194500
169277.102169,239,318000
520277.353437,240,113000
188691.864782,241,262500
699727.354732,242,110500
492621.013094,243,79000
482450.623178,244,120000
519039.2074,245,205000
220579.221677,246,241500
509832.492768,247,137000
488429.271217,248,140000
175602.478416,249,180000
216691.145019,250,277000
702394.275399,251,76500
179628.283683,252,235000
515421.165305,253,173000
168792.044314,254,158000
503643.413339,255,145000
527455.9919,256,230000
517886.995304,257,207500
209802.03301,258,220000
168744.197732,259,231500
493431.034,260,97000
136227.876926,261,176000
132728.028393,262,276000
187373.64117,263,151000
490575.225331,264,130000
489705.476161,265,73000
267128.511923,266,175500
513762.283555,267,185000
496910.969288,268,179500
637323.812725,269,120500
185023.021438,270,148000
476345.861597,271,266000
502775.029117,272,241500
192088.849839,273,290000
246678.61625,274,139000
495085.429924,275,124500
512509.666933,276,205000
504632.054438,277,201000
492853.419717,278,141000
498766.719804,279,415298
165507.355602,280,192000
158085.153518,281,228500
286787.580414,282,185000
164433.204111,283,207500
131739.990718,284,244600
522135.689117,285,179200
512166.723986,286,164700
501435.510748,287,159000
702467.800734,288,88000
524728.704177,289,122000
488469.148449,290,153575
484511.482678,291,233230
698789.746313,292,135900
524600.594068,293,131000
170288.868523,294,235000
202595.813974,295,167000
499124.078164,296,142500
488384.251525,297,152000
162855.350191,298,239000
205567.309417,299,175000
484541.669411,300,158500
151457.977394,301,157000
528405.861257,302,267000
194276.174442,303,205000
495822.331588,304,149900
490676.091374,305,295000
164542.835241,306,305900
201216.218,307,225000
706289.587389,308,89500
507119.522173,309,82500
511508.660611,310,360000
125184.08095,311,165600
486794.129715,312,132000
536129.351223,313,119900
503675.283481,314,375000
482195.983869,315,178000
511063.580888,316,188500
208068.940827,317,260000
475956.053275,318,270000
184576.185449,319,260000
190276.215347,320,187500
162842.158359,321,342643
199129.975468,322,354000
181432.711038,323,301000
515437.020696,324,126175
188960.354735,325,242000
514667.884701,326,87000
522311.056893,327,324000
180512.399612,328,145250
477934.985161,329,214500
492106.434471,330,78000
237762.221222,331,119000
493832.260585,332,139000
210344.486236,333,284000
192951.450139,334,207000
494882.439394,335,192000
482640.089251,336,228950
166600.438455,337,377426
198960.590637,338,214000
507396.153365,339,202500
193741.994376,340,155000
491580.903041,341,202900
573178.811898,342,82000
232015.257287,343,87500
213601.327928,344,266000
493703.038274,345,85000
497217.598149,346,140200
494146.695213,347,151500
185468.42284,348,157500
204596.174104,349,154000
191283.740868,350,437154
164201.106535,351,318061
516433.666477,352,190000
493241.275275,353,95000
493386.368383,354,105900
510230.194897,355,140000
493651.173801,356,177500
151010.476936,357,173000
492336.687229,358,134000
150383.51895,359,130000
223831.709892,360,280000
513345.117087,361,156000
490288.678029,362,145000
268930.222468,363,198500
167959.918097,364,118000
217006.867253,365,190000
496853.627639,366,147000
176836.88228,367,159000
203033.398992,368,165000
181730.338709,369,132000
516477.789832,370,162000
511592.98566,371,172400
502025.154091,372,134432
649930.631394,373,125000
517167.879586,374,123000
487803.228405,375,219500
707291.190829,376,61000
510392.347289,377,148000
492614.001833,378,340000
214233.337423,379,394432
178469.45731,380,179000
504746.299811,381,127000
515725.143945,382,187750
495370.325328,383,213500
499825.699206,384,76000
500817.164634,385,240000
165353.765397,386,192000
702461.616793,387,81000
159877.722151,388,125000
179310.795121,389,191000
167301.753175,390,426000
501943.102786,391,119000
542257.276076,392,215000
496965.539032,393,106500
706376.911714,394,100000
500215.212054,395,109000
484989.993024,396,129000
476322.47932,397,123000
159824.841506,398,169500
528506.460422,399,67000
172838.186749,400,241000
507017.300604,401,245500
512032.542776,402,164990
519829.280569,403,108000
197099.135768,404,258000
517129.765825,405,168000
497949.344175,406,150000
514467.51456,407,115000
495730.74702,408,177000
143519.630741,409,280000
133369.277315,410,339750
706372.651947,411,60000
493809.79839,412,145000
182724.709116,413,222000
495326.788666,414,115000
510200.494442,415,228000
507081.383394,416,181134
207700.350495,417,149500
478359.519433,418,239000
515604.437305,419,126000
516757.145275,420,142000
207435.440524,421,206300
188170.610357,422,215000
644710.362827,423,113000
176629.799054,424,315000
195454.630617,425,139000
483779.507054,426,135000
217751.18753,427,275000
491545.608476,428,109008
146828.767287,429,195400
519116.916329,430,175000
144365.689598,431,85400
700317.273929,432,79900
152149.961197,433,122500
500989.332062,434,181000
712671.568947,435,81000
506664.320212,436,212000
494267.10129,437,116000
490965.130122,438,119000
491300.268974,439,90350
482447.591714,440,110000
172122.405947,441,555000
697655.008406,442,118000
486511.921103,443,162900
170110.679693,444,172500
506745.87259,445,210000
547546.759402,446,127500
485977.128557,447,190000
499198.722142,448,199900
502743.177358,449,119500
528800.15165,450,120000
491133.945749,451,110000
549651.676961,452,280000
163267.562075,453,204000
488472.354363,454,210000
536340.321217,455,188000
162998.310043,456,175500
514771.559723,457,98000
500092.028625,458,256000
475524.614719,459,161000
157576.736879,460,110000
211654.522833,461,263435
512012.223186,462,155000
494901.360338,463,62383
499476.06127,464,188700
706419.450153,465,124000
152648.136081,466,178740
532671.93903,467,167000
167830.570731,468,146500
168279.042681,469,250000
186026.839493,470,187000
513957.73992,471,212000
501319.981578,472,190000
166242.341935,473,148000
242258.208898,474,440000
