Calculated SalePrice,Id,Original Saleprice
201593.522226,1,208500
158151.704078,2,181500
191496.408327,3,223500
205106.50447,4,140000
153414.402719,5,250000
220030.205884,6,143000
454959.276755,7,307000
484629.945745,8,200000
255530.234673,9,129900
715863.905703,10,118000
181410.25622,11,129500
631097.636759,12,345000
231765.312979,13,144000
399898.193969,14,279500
167542.966825,15,157000
529346.18322,16,132000
244387.06553,17,149000
187241.38971,18,90000
219044.812553,19,159000
193737.807986,20,139000
136848.22253,21,325300
213950.522988,22,139400
179269.960814,23,230000
214628.010319,24,129900
157520.760628,25,154000
637176.801644,26,256300
168022.36401,27,134800
437832.265461,28,306000
214402.126574,29,207500
194206.487927,30,68500
626485.96599,31,40000
185137.228063,32,149350
277736.589283,33,179900
475015.227503,34,165500
592519.684665,35,277500
468370.439285,36,309000
178147.917313,37,145000
198409.142641,38,153000
293116.278844,39,109000
361742.620832,40,82000
180636.853947,41,160000
520639.414538,42,170000
181181.171501,43,144000
524892.13568,44,130250
155562.052465,45,141000
193794.397009,46,319900
234733.740738,47,239686
523182.774837,48,249700
351511.658863,49,113000
239093.458061,50,127000
526698.869807,51,177000
243389.929145,52,114500
174070.698717,53,110000
220643.57938,54,385000
180606.785603,55,130000
516495.179375,56,180500
207976.730438,57,172500
173211.520041,58,196500
206874.284061,59,438780
238703.790027,60,124900
210313.601822,61,158000
203270.233657,62,101000
421244.866459,63,202500
198044.38706,64,140000
169351.283758,65,219500
154563.496185,66,317000
525192.888374,67,180000
175190.247339,68,226000
221551.923815,69,80000
531428.651107,70,225000
281064.484179,71,244000
228304.535976,72,129500
222751.638045,73,185000
154470.889192,74,144900
223116.351273,75,107400
189891.713941,76,91000
205347.781092,77,135750
226913.015657,78,127000
361900.943941,79,136500
159764.513061,80,110000
195869.826313,81,193500
233698.505206,82,153500
413340.922179,83,245000
517481.466999,84,126500
195882.243525,85,168500
183349.872109,86,260000
214144.950162,87,174000
414207.077005,88,164500
366724.205368,89,85000
373932.426549,90,123600
531811.912549,91,109900
162703.005561,92,98600
219362.988753,93,163500
146975.393888,94,133900
199548.313111,95,204750
206931.430945,96,185000
174584.654798,97,214000
169695.84043,98,94750
198675.685434,99,83000
384419.073869,100,128950
169545.81952,101,205000
197477.766214,102,178000
193529.070611,103,118964
185522.85117,104,198900
196669.569939,105,169500
152329.778985,106,250000
176304.861857,107,100000
197527.864224,108,115000
309601.297846,109,115000
285310.908963,110,190000
191314.36526,111,136900
217998.084106,112,180000
465340.135366,113,383970
167379.582746,114,217000
525092.777583,115,259500
210321.11655,116,176000
188459.605392,117,139000
184058.68255,118,155000
167523.125026,119,320000
536511.697237,120,163990
228325.853493,121,180000
248618.029107,122,100000
191290.837559,123,136000
213691.777624,124,153900
311585.812368,125,181000
360171.030966,126,84500
218782.575001,127,128000
383681.944521,128,87000
545638.199216,129,155000
524448.217483,130,150000
195885.662557,131,226000
534391.353906,132,244000
504955.476181,133,150750
223380.626102,134,220000
521974.910186,135,180000
218465.734656,136,174000
529733.322155,137,143000
546674.115363,138,171000
245791.688753,139,230000
193186.741816,140,231500
362035.60262,141,115000
299513.302169,142,260000
166787.367171,143,166000
182517.879387,144,204000
189607.696674,145,125000
455904.074107,146,130000
186543.26395,147,105000
174306.744092,148,222500
388768.01637,149,141000
209869.630862,150,115000
250465.386352,151,122000
472943.92626,152,372402
164073.0561,153,190000
182706.366534,154,235000
190016.59653,155,125000
