Calculated SalePrice,Id,Original Saleprice
206738.873664,1,208500
154355.165742,2,181500
204128.453536,3,223500
143996.066225,4,140000
258559.738674,5,250000
128315.317443,6,143000
294581.422734,7,307000
192183.126868,8,200000
123763.204331,9,129900
116374.42706,10,118000
112999.016873,11,129500
328467.056571,12,345000
130989.126089,13,144000
237218.751772,14,279500
148576.160409,15,157000
133332.478055,16,132000
133829.526661,17,149000
82550.5653827,18,90000
142209.310858,19,159000
132450.621991,20,139000
299612.333224,21,325300
108739.216328,22,139400
210912.141345,23,230000
129640.400272,24,129900
138813.419584,25,154000
237625.633018,26,256300
126673.409224,27,134800
283710.13065,28,306000
185317.485266,29,207500
65025.3917924,30,68500
73309.1463354,31,40000
136192.486511,32,149350
175739.831099,33,179900
160815.985778,34,165500
256579.101231,35,277500
292895.142998,36,309000
133898.75655,37,145000
128094.394025,38,153000
118873.640035,39,109000
73670.7684341,40,82000
144866.131181,41,160000
157888.301861,42,170000
130641.83393,43,144000
124730.967567,44,130250
128439.162905,45,141000
302335.39311,46,319900
253108.703577,47,239686
236489.918794,48,249700
88116.6885235,49,113000
117656.06495,50,127000
167669.639179,51,177000
107884.68293,52,114500
101125.195634,53,110000
364862.850154,54,385000
113569.498383,55,130000
156366.313102,56,180500
168950.909156,57,172500
190103.371593,58,196500
419698.918285,59,438780
114962.667081,60,124900
147062.419159,61,158000
92704.5467119,62,101000
188343.888387,63,202500
133390.256641,64,140000
208219.113082,65,219500
310721.413472,66,317000
162260.713826,67,180000
210693.56654,68,226000
68455.2709669,69,80000
227137.192384,70,225000
238523.978672,71,244000
116502.598279,72,129500
173477.892628,73,185000
134207.449719,74,144900
105624.116109,75,107400
83085.959651,76,91000
121681.791223,77,135750
111346.530283,78,127000
120494.408729,79,136500
96407.5262388,80,110000
179124.589159,81,193500
139032.78227,82,153500
206203.311702,83,245000
111704.934029,84,126500
133516.486747,85,168500
264101.996343,86,260000
157780.882186,87,174000
137125.260404,88,164500
90061.0398246,89,85000
101179.861394,90,123600
92853.1793198,91,109900
85558.2618114,92,98600
147989.380796,93,163500
146027.810939,94,133900
187487.941113,95,204750
176510.631204,96,185000
201522.359768,97,214000
88670.8735336,98,94750
75953.0184886,99,83000
118900.982105,100,128950
186011.505313,101,205000
169279.63779,102,178000
98490.267242,103,118964
167846.295722,104,198900
142411.274864,105,169500
240444.492279,106,250000
94475.4854092,107,100000
92207.2716022,108,115000
96901.584316,109,115000
170681.593529,110,190000
121271.786861,111,136900
153279.655661,112,180000
353016.272206,113,383970
212982.26299,114,217000
237423.100954,115,259500
152061.132579,116,176000
121743.107861,117,139000
124704.941323,118,155000
320580.638622,119,320000
153097.096705,120,163990
149866.947045,121,180000
86107.6773234,122,100000
121388.420652,123,136000
145313.650747,124,153900
176845.873216,125,181000
76753.7676,126,84500
110243.651913,127,128000
78749.033492,128,87000
137365.144622,129,155000
145855.603716,130,150000
223189.302521,131,226000
222970.274121,132,244000
132527.422707,133,150750
212139.325917,134,220000
171368.750847,135,180000
151579.72218,136,174000
131743.281227,137,143000
182294.380647,138,171000
219801.472168,139,230000
205895.48137,140,231500
95115.0769235,141,115000
250437.000272,142,260000
128901.100856,143,166000
181783.987758,144,204000
128131.980621,145,125000
124787.353456,146,130000
90562.5787008,147,105000
209898.255698,148,222500
119536.470543,149,141000
103670.538845,150,115000
115559.588906,151,122000
344755.393836,152,372402
183299.08133,153,190000
211238.87735,154,235000
118429.029361,155,125000
63055.3605214,156,79000
87702.7993381,157,109500
246393.951315,158,269500
243125.52277,159,254900
301473.422485,160,320000
146352.98771,161,162500
414463.027845,162,412500
209385.457032,163,220000
86127.9107417,164,103200
140530.111606,165,152000
121558.320143,166,127500
185194.473798,167,190000
308650.348227,168,325624
175991.153817,169,183500
222331.061662,170,228000
116227.795871,171,128500
196328.629553,172,215000
225815.424443,173,239000
135359.465715,174,163000
177111.704001,175,184000
218719.65685,176,243000
198048.613218,177,211000
162267.431474,178,172500
458568.642273,179,501837
104278.827876,180,100000
150184.860801,181,177000
186839.794008,182,200100
112030.051592,183,120000
208891.274746,184,200000
110371.4817,185,127000
466884.863116,186,475000
139331.906264,187,173000
131148.113329,188,135000
132111.319893,189,153337
257969.047882,190,286000
306863.20534,191,315000
167478.095781,192,184000
172838.947802,193,192000
130858.954789,194,130000
114486.753836,195,127000
137507.158081,196,148500
277073.933934,197,311872
253355.540733,198,235000
96564.0719762,199,104000
264221.7955,200,274900
121326.798852,201,140000
154425.95511,202,171500
103662.949136,203,112000
128980.533036,204,149000
101932.074253,205,110000
147009.742859,206,180500
141725.908125,207,143900
131846.962335,208,141000
244640.7383,209,277000
129507.308115,210,145000
87722.2757633,211,98000
155240.595863,212,186000
233423.706934,213,252678
145710.549362,214,156000
143732.524942,215,161750
129489.580696,216,134450
191957.716375,217,210000
98063.2116111,218,107000
279334.893336,219,311500
146162.994924,220,167240
175192.247516,221,204900
188453.305102,222,200000
173242.657788,223,179900
105888.716931,224,97000
361708.437248,225,386250
94013.5924079,226,112000
292178.793394,227,290000
96465.4928635,228,106000
107293.186773,229,125000
179112.556898,230,192500
119529.943951,231,148000
401381.59297,232,403000
81068.9941175,233,94500
118648.68753,234,128200
213162.374214,235,216500
77008.2495542,236,89500
164492.270695,237,185500
197453.290424,238,194500
271236.738824,239,318000
110246.80991,240,113000
244795.595469,241,262500
89964.742073,242,110500
77121.1495908,243,79000
105020.807246,244,120000
207320.825124,245,205000
228030.784533,246,241500
120112.700674,247,137000
119684.858655,248,140000
179118.807249,249,180000
251665.854546,250,277000
75898.7535681,251,76500
238693.908499,252,235000
166077.665835,253,173000
138230.912009,254,158000
128709.663345,255,145000
219709.03155,256,230000
198657.929474,257,207500
222162.368804,258,220000
221416.282337,259,231500
80959.1358817,260,97000
145652.148572,261,176000
263327.515178,262,276000
137878.298213,263,151000
121386.370065,264,130000
67918.5406086,265,73000
167884.380536,266,175500
166262.110562,267,185000
181644.539413,268,179500
103320.374121,269,120500
128053.935739,270,148000
252809.471316,271,266000
215738.003567,272,241500
287675.84131,273,290000
141058.005219,274,139000
111477.789336,275,124500
182857.787547,276,205000
181675.816868,277,201000
126247.649826,278,141000
371611.975206,279,415298
188952.35568,280,192000
233112.070436,281,228500
176802.107984,282,185000
198917.449327,283,207500
213774.421821,284,244600
172946.624896,285,179200
144959.388116,286,164700
152064.187987,287,159000
78358.015313,288,88000
104050.312743,289,122000
121321.023937,290,153575
209568.740582,291,233230
119393.38409,292,135900
135057.988001,293,131000
222147.929623,294,235000
143281.802205,295,167000
129529.185239,296,142500
126276.389897,297,152000
232654.382024,298,239000
176567.802953,299,175000
148374.238669,300,158500
146905.837647,301,157000
264913.737344,302,267000
200095.682423,303,205000
145349.865149,304,149900
298957.547356,305,295000
297588.226771,306,305900
235719.897608,307,225000
78268.5278454,308,89500
88135.4732077,309,82500
345496.861009,310,360000
164301.341845,311,165600
114988.443395,312,132000
113946.64854,313,119900
348177.448669,314,375000
150834.328557,315,178000
171885.874443,316,188500
253746.273466,317,260000
254525.989784,318,270000
259926.131769,319,260000
185181.2876,320,187500
324199.013862,321,342643
339564.035412,322,354000
287219.447492,323,301000
117347.700843,324,126175
229565.096929,325,242000
81163.5255459,326,87000
313729.688886,327,324000
120457.933191,328,145250
197835.69452,329,214500
74827.2138379,330,78000
109820.538628,331,119000
114674.977244,332,139000
275834.560822,333,284000
179043.328756,334,207000
176746.509317,335,192000
212028.273701,336,228950
358276.646215,337,377426
198647.537478,338,214000
191598.878975,339,202500
145850.996219,340,155000
193281.420384,341,202900
82385.9135065,342,82000
86429.7235018,343,87500
261646.294349,344,266000
79587.1887341,345,85000
115542.80068,346,140200
135622.071154,347,151500
141533.110612,348,157500
155598.099243,349,154000
412507.08659,350,437154
295498.57237,351,318061
184560.635321,352,190000
90868.9999178,353,95000
80549.8194076,354,105900
128001.202128,355,140000
160044.000844,356,177500
155128.784688,357,173000
122941.602452,358,134000
123444.161594,359,130000
273040.430848,360,280000
134264.027525,361,156000
119437.250592,362,145000
221255.251465,363,198500
97176.3244281,364,118000
174118.141213,365,190000
125392.053013,366,147000
144652.285579,367,159000
141904.623552,368,165000
124898.262815,369,132000
149081.191033,370,162000
161637.098929,371,172400
123165.218693,372,134432
103320.66566,373,125000
120110.136076,374,123000
197805.286981,375,219500
60805.3899919,376,61000
136277.652827,377,148000
329986.043565,378,340000
375291.02717,379,394432
155436.865784,380,179000
129402.040319,381,127000
161839.496673,382,187750
205532.518529,383,213500
73207.1050431,384,76000
232446.015714,385,240000
162510.682105,386,192000
83446.6564334,387,81000
127317.888793,388,125000
176057.274986,389,191000
411082.620608,390,426000
115970.719331,391,119000
202305.44492,392,215000
97511.0256816,393,106500
84186.759393,394,100000
95808.2708611,395,109000
116021.391797,396,129000
113102.781291,397,123000
153234.433526,398,169500
77541.124033,399,67000
221507.079742,400,241000
222374.670959,401,245500
142828.049801,402,164990
100211.513235,403,108000
262204.39529,404,258000
158050.83445,405,168000
130066.182598,406,150000
110295.343407,407,115000
163709.4022,408,177000
260569.143677,409,280000
310611.771514,410,339750
74483.6435399,411,60000
149558.55837,412,145000
205108.128593,413,222000
99631.4850029,414,115000
225239.320787,415,228000
153552.570418,416,181134
139023.981854,417,149500
231498.8112,418,239000
115219.148103,419,126000
129770.034546,420,142000
160928.945865,421,206300
214335.042202,422,215000
105291.706307,423,113000
307046.073826,424,315000
120318.082427,425,139000
121095.23019,426,135000
254991.354529,427,275000
109337.906812,428,109008
160481.028442,429,195400
154012.236774,430,175000
79634.5349502,431,85400
114233.552335,432,79900
133946.736351,433,122500
154335.00972,434,181000
70614.2915646,435,81000
198126.871383,436,212000
101631.355454,437,116000
104197.841363,438,119000
95148.5723925,439,90350
105781.978473,440,110000
532317.342623,441,555000
97963.098041,442,118000
141335.097941,443,162900
156072.807205,444,172500
209781.986532,445,210000
106905.194388,446,127500
199050.378519,447,190000
